ORDER_ID,REVENUE_TYPE,CUSTOMER_ID,REGION_ID,PRODUCT_LINE_ID,PRODUCT_ID,TECH_NODE_ID,CURRENCY_CODE,BOOKING_DATE,PLANNED_SHIP_DATE,SHIP_DATE,ACCEPTANCE_DATE,FOB_TERMS,REVREC_DATE,GROSS_PRICE_USD,DISCOUNT_RATE,NET_REVENUE_USD,NET_REVENUE_LOCAL,QTY,YEAR,QUARTER,MONTH,REVENUE_USD_TOTAL
ORD_000460,SERVICE,CUST_SMIC,CN,PL_PVD,PR_PVD_002,TN_04,USD,2025-02-26,2025-04-12,2025-04-12,2025-05-15,FOB_SHIP_POINT,2025-06-12,872769.66,0.1055,780692.46,780692.46,5,2025,2,6,3903462.3
ORD_000461,SERVICE,CUST_SONY,JP,PL_METROLOGY,PR_MET_003,TN_10,USD,2023-12-09,2024-02-13,2024-02-15,2024-03-15,FOB_SHIP_POINT,2024-04-12,1147843.72,0.0426,1098945.58,1098945.58,3,2024,2,4,3296836.73
ORD_000462,SERVICE,CUST_TI,NA,PL_CMP,PR_CMP_002,TN_28,MXN,2025-04-01,2025-06-06,2025-06-08,2025-06-25,FOB_DESTINATION,2025-06-30,1218934.06,0.0669,1137387.37,20472972.65,3,2025,2,6,3412162.11
ORD_000463,CAPEX_TOOL,CUST_GFS,NA,PL_PVD,PR_PVD_001,TN_06,MXN,2024-08-23,2024-09-22,2024-09-28,2024-10-04,FOB_SHIP_POINT,2024-11-01,11556391.95,0.2985,8106808.96,145922561.2,2,2024,4,11,16213617.91
ORD_000464,UPGRADE,CUST_TI,NA,PL_METROLOGY,PR_MET_003,TN_130,MXN,2023-11-03,2023-11-29,2023-12-03,2023-12-13,FOB_SHIP_POINT,2024-01-05,3974194.81,0.1335,3443639.8,61985516.48,1,2024,1,1,3443639.8
ORD_000465,UPGRADE,CUST_INFINEON,EU,PL_PVD,PR_PVD_004,TN_130,EUR,2025-10-08,2025-10-27,2025-11-02,2025-11-09,FOB_DESTINATION,2025-12-06,2245109.16,0.1942,1809108.96,1628198.06,1,2025,4,12,1809108.96
ORD_000466,CAPEX_TOOL,CUST_SKHYNIX,KR,PL_CVD,PR_CVD_001,TN_12,KRW,2024-02-21,2024-03-04,2024-03-12,2024-04-13,FOB_DESTINATION,2024-05-01,34493350.98,0.2255,26715100.34,36065385452.28,2,2024,2,5,53430200.67
ORD_000467,CAPEX_TOOL,CUST_SONY,JP,PL_PVD,PR_PVD_002,TN_45,JPY,2024-10-29,2025-01-25,2025-02-01,2025-02-16,FOB_SHIP_POINT,2025-03-11,25533285.18,0.2174,19982348.98,2997352347.75,2,2025,1,3,39964697.97
ORD_000468,SPARES,CUST_SONY,JP,PL_ION_IMPLANT,PR_IMPL_003,TN_65,JPY,2024-03-22,2024-04-12,2024-04-21,2024-05-09,FOB_DESTINATION,2024-05-12,226338.9,0.0957,204678.27,30701739.81,2,2024,2,5,409356.53
ORD_000469,UPGRADE,CUST_INFINEON,EU,PL_CONTROL_SW,PR_SW_001,TN_28,GBP,2025-08-29,2025-10-01,2025-10-11,2025-11-04,FOB_DESTINATION,2025-11-12,3994986.32,0.0511,3790842.52,2956857.17,2,2025,4,11,7581685.04
ORD_000470,SERVICE,CUST_GFS,NA,PL_RTP,PR_RTP_003,TN_05,USD,2025-04-02,2025-05-08,2025-05-09,2025-06-11,FOB_SHIP_POINT,2025-06-22,470636.36,0.0593,442727.63,442727.63,1,2025,2,6,442727.63
ORD_000471,SPARES,CUST_SKHYNIX,KR,PL_ETCH,PR_ETCH_002,TN_03,USD,2025-06-10,2025-07-07,2025-07-13,2025-08-01,FOB_SHIP_POINT,2025-08-10,258452.64,0.0547,244315.28,244315.28,9,2025,3,8,2198837.56
ORD_000472,CAPEX_TOOL,CUST_TI,NA,PL_RTP,PR_RTP_003,TN_10,USD,2024-06-18,2024-09-13,2024-09-22,2024-10-30,FOB_SHIP_POINT,2024-11-11,23194045.2,0.163,19413415.83,19413415.83,1,2024,4,11,19413415.83
ORD_000473,SERVICE,CUST_TI,NA,PL_CMP,PR_CMP_001,TN_05,MXN,2024-09-28,2024-10-20,2024-10-22,2024-11-16,FOB_SHIP_POINT,2024-12-07,1926554.94,0.1688,1601352.46,28824344.36,5,2024,4,12,8006762.32
ORD_000474,UPGRADE,CUST_NVIDIA,NA,PL_WET_CLEAN,PR_WC_003,TN_07,CAD,2025-02-14,2025-02-24,2025-03-04,2025-03-23,FOB_SHIP_POINT,2025-04-08,4287455.44,0.0898,3902441.94,5268296.62,2,2025,2,4,7804883.87
ORD_000475,SPARES,CUST_RENESAS,JP,PL_ETCH,PR_ETCH_004,TN_28,USD,2025-05-07,2025-06-14,2025-06-18,2025-06-29,FOB_SHIP_POINT,2025-07-26,302064.1,0.0984,272340.99,272340.99,3,2025,3,7,817022.97
ORD_000476,SERVICE,CUST_RENESAS,JP,PL_E_BEAM,PR_EB_002,TN_22,JPY,2025-04-26,2025-07-14,2025-07-14,2025-08-13,FOB_DESTINATION,2025-09-10,445275.48,0.1493,378795.85,56819377.4,1,2025,3,9,378795.85
ORD_000477,SPARES,CUST_SKHYNIX,KR,PL_DISPLAY,PR_DISP_002,TN_06,KRW,2023-11-28,2023-12-10,2023-12-18,2023-12-25,FOB_DESTINATION,2024-01-14,138875.22,0.046,132486.96,178857391.75,2,2024,1,1,264973.91
ORD_000478,CAPEX_TOOL,CUST_RENESAS,JP,PL_CONTROL_SW,PR_SW_001,TN_03,USD,2025-02-10,2025-04-06,2025-04-06,2025-04-16,FOB_DESTINATION,2025-04-29,43069613.74,0.233,33034393.74,33034393.74,2,2025,2,4,66068787.48
ORD_000479,CAPEX_TOOL,CUST_SKHYNIX,KR,PL_EPI,PR_EPI_001,TN_06,KRW,2023-12-14,2024-02-03,2024-02-06,2024-02-28,FOB_SHIP_POINT,2024-03-20,41888718.42,0.2532,31282494.91,42231368132.71,2,2024,1,3,62564989.83
ORD_000480,UPGRADE,CUST_NVIDIA,NA,PL_WET_CLEAN,PR_WC_003,TN_14,CAD,2024-07-04,2024-07-18,2024-07-19,2024-07-25,FOB_DESTINATION,2024-07-29,2254248.93,0.2063,1789197.38,2415416.46,3,2024,3,7,5367592.13
ORD_000481,CAPEX_TOOL,CUST_TSMC,TW,PL_DISPLAY,PR_DISP_003,TN_65,TWD,2025-05-13,2025-07-08,2025-07-10,2025-08-05,FOB_DESTINATION,2025-08-28,27645298.25,0.0796,25444732.51,814231440.24,1,2025,3,8,25444732.51
ORD_000482,CAPEX_TOOL,CUST_UMC,TW,PL_PACKAGING,PR_PACK_003,TN_10,USD,2024-03-04,2024-05-28,2024-06-07,2024-06-16,FOB_DESTINATION,2024-07-01,24205751.85,0.1801,19846295.94,19846295.94,2,2024,3,7,39692591.89
ORD_000483,SERVICE,CUST_ASE,TW,PL_ETCH,PR_ETCH_003,TN_07,TWD,2025-03-19,2025-06-02,2025-06-08,2025-07-12,FOB_DESTINATION,2025-08-04,952094.89,0.1303,828036.92,26497181.5,1,2025,3,8,828036.92
ORD_000484,CAPEX_TOOL,CUST_NVIDIA,NA,PL_PVD,PR_PVD_002,TN_16,MXN,2024-08-19,2024-11-06,2024-11-07,2024-11-17,FOB_SHIP_POINT,2024-12-03,32633970.56,0.0636,30558450.04,550052100.64,2,2024,4,12,61116900.07
ORD_000485,CAPEX_TOOL,CUST_SONY,JP,PL_PVD,PR_PVD_002,TN_04,JPY,2024-03-19,2024-05-04,2024-05-05,2024-06-05,FOB_DESTINATION,2024-06-18,20811031.07,0.2607,15385595.27,2307839290.28,1,2024,2,6,15385595.27
ORD_000486,SPARES,CUST_INTEL,NA,PL_DISPLAY,PR_DISP_001,TN_06,USD,2024-07-21,2024-08-16,2024-08-17,2024-08-29,FOB_DESTINATION,2024-08-31,436180.47,0.0464,415941.69,415941.69,5,2024,3,8,2079708.46
ORD_000487,CAPEX_TOOL,CUST_BROADCOM,NA,PL_EPI,PR_EPI_001,TN_03,CAD,2024-10-24,2024-12-28,2024-12-30,2025-01-04,FOB_DESTINATION,2025-01-22,30982576.66,0.2959,21814832.22,29450023.5,2,2025,1,1,43629664.45
ORD_000488,UPGRADE,CUST_SMIC,CN,PL_ETCH,PR_ETCH_003,TN_16,HKD,2025-03-23,2025-06-04,2025-06-13,2025-07-08,FOB_SHIP_POINT,2025-07-12,925897.61,0.1596,778124.35,6069369.91,2,2025,3,7,1556248.69
ORD_000489,SERVICE,CUST_SONY,JP,PL_CMP,PR_CMP_001,TN_14,JPY,2025-01-19,2025-02-26,2025-03-05,2025-03-15,FOB_DESTINATION,2025-03-18,649953.71,0.0094,643844.15,96576622.27,3,2025,1,3,1931532.45
ORD_000490,SPARES,CUST_ST,EU,PL_ETCH,PR_ETCH_002,TN_22,NOK,2025-08-18,2025-10-03,2025-10-09,2025-10-31,FOB_DESTINATION,2025-11-12,35531.22,0.068,33115.1,357643.07,9,2025,4,11,298035.89
ORD_000491,SERVICE,CUST_TI,NA,PL_PV_SOLAR,PR_PV_001,TN_22,CAD,2025-08-17,2025-09-17,2025-09-17,2025-09-25,FOB_DESTINATION,2025-09-25,1415342.78,0.0362,1364107.37,1841544.95,4,2025,3,9,5456429.49
ORD_000492,UPGRADE,CUST_INTEL,NA,PL_EPI,PR_EPI_003,TN_12,CAD,2025-04-13,2025-04-25,2025-04-30,2025-06-08,FOB_SHIP_POINT,2025-07-03,4360874.63,0.1254,3814020.96,5148928.29,1,2025,3,7,3814020.96
ORD_000493,SPARES,CUST_AMD,NA,PL_DISPLAY,PR_DISP_001,TN_90,CAD,2024-11-16,2025-02-05,2025-02-08,2025-03-14,FOB_SHIP_POINT,2025-03-16,67898.22,0.1255,59376.99,80158.94,9,2025,1,3,534392.95
ORD_000494,CAPEX_TOOL,CUST_INTEL,NA,PL_ETCH,PR_ETCH_003,TN_130,USD,2024-03-21,2024-06-08,2024-06-09,2024-07-15,FOB_DESTINATION,2024-07-30,45875216.9,0.2557,34144923.94,34144923.94,1,2024,3,7,34144923.94
ORD_000495,UPGRADE,CUST_NVIDIA,NA,PL_METROLOGY,PR_MET_001,TN_04,MXN,2024-08-12,2024-09-17,2024-09-22,2024-10-12,FOB_DESTINATION,2024-10-28,2125895.07,0.1927,1716235.09,30892231.61,3,2024,4,10,5148705.27
ORD_000496,CAPEX_TOOL,CUST_SAMSUNG,KR,PL_PVD,PR_PVD_002,TN_130,KRW,2023-11-01,2024-01-29,2024-02-06,2024-03-09,FOB_SHIP_POINT,2024-03-27,31070595.47,0.1561,26220475.52,35397641948.71,2,2024,1,3,52440951.04
ORD_000497,SERVICE,CUST_BROADCOM,NA,PL_CONTROL_SW,PR_SW_002,TN_06,USD,2024-07-28,2024-08-08,2024-08-17,2024-09-18,FOB_DESTINATION,2024-09-30,616386.7,0.0826,565473.16,565473.16,5,2024,3,9,2827365.79
ORD_000498,CAPEX_TOOL,CUST_UMC,TW,PL_METROLOGY,PR_MET_003,TN_06,TWD,2025-09-01,2025-09-19,2025-09-24,2025-10-24,FOB_DESTINATION,2025-11-07,45628746.68,0.1223,40048350.96,1281547230.76,1,2025,4,11,40048350.96
ORD_000499,CAPEX_TOOL,CUST_SKHYNIX,KR,PL_METROLOGY,PR_MET_004,TN_16,KRW,2024-09-12,2024-09-22,2024-09-28,2024-10-17,FOB_SHIP_POINT,2024-11-06,18949988.74,0.2398,14405781.44,19447804939.2,1,2024,4,11,14405781.44
ORD_000500,UPGRADE,CUST_TSMC,TW,PL_ION_IMPLANT,PR_IMPL_001,TN_03,USD,2023-12-18,2024-02-17,2024-02-27,2024-03-24,FOB_SHIP_POINT,2024-03-24,4369343.04,0.0729,4050817.94,4050817.94,3,2024,1,3,12152453.81
ORD_000501,UPGRADE,CUST_INFINEON,EU,PL_ETCH,PR_ETCH_002,TN_10,SEK,2025-01-25,2025-02-12,2025-02-15,2025-03-22,FOB_DESTINATION,2025-04-20,3052791.08,0.1838,2491688.08,26162724.79,2,2025,2,4,4983376.15
ORD_000502,UPGRADE,CUST_NXP,EU,PL_CONTROL_SW,PR_SW_001,TN_06,NOK,2025-08-21,2025-10-12,2025-10-20,2025-11-16,FOB_DESTINATION,2025-12-03,3519753.67,0.2419,2668325.26,28817912.78,1,2025,4,12,2668325.26
ORD_000503,UPGRADE,CUST_NXP,EU,PL_METROLOGY,PR_MET_002,TN_14,SEK,2025-05-25,2025-07-18,2025-07-24,2025-08-28,FOB_DESTINATION,2025-09-25,1848951.15,0.1662,1541655.47,16187382.4,2,2025,3,9,3083310.93
ORD_000504,UPGRADE,CUST_SAMSUNG,KR,PL_WET_CLEAN,PR_WC_001,TN_90,KRW,2024-03-19,2024-06-09,2024-06-16,2024-07-19,FOB_DESTINATION,2024-07-19,2432383.07,0.1448,2080174.0,2808234898.02,2,2024,3,7,4160348.0
ORD_000505,SERVICE,CUST_UMC,TW,PL_CVD,PR_CVD_002,TN_130,USD,2024-09-20,2024-11-08,2024-11-15,2024-11-25,FOB_SHIP_POINT,2024-11-27,339072.25,0.1871,275631.83,275631.83,1,2024,4,11,275631.83
ORD_000506,SPARES,CUST_ASE,TW,PL_ETCH,PR_ETCH_002,TN_06,TWD,2024-10-06,2024-12-08,2024-12-15,2025-01-04,FOB_SHIP_POINT,2025-01-22,43462.81,0.0885,39616.35,1267723.28,1,2025,1,1,39616.35
ORD_000507,SERVICE,CUST_QUALCOMM,NA,PL_PV_SOLAR,PR_PV_001,TN_16,USD,2024-03-23,2024-05-18,2024-05-23,2024-06-24,FOB_DESTINATION,2024-06-29,73133.88,0.0445,69879.42,69879.42,4,2024,2,6,279517.69
ORD_000508,SERVICE,CUST_INTEL,NA,PL_CVD,PR_CVD_004,TN_14,CAD,2024-05-13,2024-05-23,2024-05-26,2024-06-26,FOB_DESTINATION,2024-07-15,785290.46,0.1014,705662.01,952643.71,3,2024,3,7,2116986.02
ORD_000509,SPARES,CUST_INTEL,NA,PL_PVD,PR_PVD_001,TN_12,CAD,2024-04-06,2024-05-06,2024-05-08,2024-06-16,FOB_SHIP_POINT,2024-06-21,328009.64,0.034,316857.31,427757.37,4,2024,2,6,1267429.24
ORD_000510,SERVICE,CUST_GFS,NA,PL_PV_SOLAR,PR_PV_001,TN_28,USD,2025-10-04,2025-11-13,2025-11-18,2025-12-01,FOB_DESTINATION,2025-12-27,99691.73,0.0003,99661.82,99661.82,4,2025,4,12,398647.27
ORD_000511,CAPEX_TOOL,CUST_ASE,TW,PL_ETCH,PR_ETCH_003,TN_180,USD,2025-03-19,2025-05-08,2025-05-13,2025-06-08,FOB_SHIP_POINT,2025-06-28,21274825.96,0.2872,15164695.95,15164695.95,1,2025,2,6,15164695.95
ORD_000512,SERVICE,CUST_MICRON,NA,PL_ETCH,PR_ETCH_002,TN_12,USD,2025-04-22,2025-07-12,2025-07-17,2025-08-11,FOB_SHIP_POINT,2025-09-05,137322.39,0.106,122766.22,122766.22,5,2025,3,9,613831.08
ORD_000513,UPGRADE,CUST_ST,EU,PL_EPI,PR_EPI_001,TN_04,GBP,2025-06-05,2025-07-11,2025-07-13,2025-08-17,FOB_SHIP_POINT,2025-08-19,3646737.55,0.1777,2998712.29,2338995.59,2,2025,3,8,5997424.58
ORD_000514,SPARES,CUST_MEDIATEK,TW,PL_RTP,PR_RTP_001,TN_130,USD,2025-09-18,2025-10-28,2025-11-06,2025-12-01,FOB_SHIP_POINT,2025-12-01,13988.35,0.0948,12662.26,12662.26,6,2025,4,12,75973.54
ORD_000515,CAPEX_TOOL,CUST_ST,EU,PL_CVD,PR_CVD_002,TN_130,CHF,2023-11-01,2024-01-30,2024-02-07,2024-02-26,FOB_DESTINATION,2024-03-17,39779103.26,0.0971,35916552.33,31606566.05,1,2024,1,3,35916552.33
ORD_000516,CAPEX_TOOL,CUST_NXP,EU,PL_CVD,PR_CVD_001,TN_10,CHF,2025-08-05,2025-08-18,2025-08-27,2025-09-13,FOB_DESTINATION,2025-10-05,37229254.34,0.2064,29545136.24,25999719.89,2,2025,4,10,59090272.49
ORD_000517,SERVICE,CUST_UMC,TW,PL_CVD,PR_CVD_004,TN_16,USD,2023-10-09,2023-12-08,2023-12-15,2024-01-19,FOB_SHIP_POINT,2024-02-18,393097.99,0.1338,340501.48,340501.48,4,2024,1,2,1362005.92
ORD_000518,UPGRADE,CUST_NXP,EU,PL_PVD,PR_PVD_004,TN_90,CHF,2024-10-09,2024-11-15,2024-11-16,2024-12-06,FOB_DESTINATION,2024-12-13,3816402.84,0.1479,3251956.86,2861722.04,1,2024,4,12,3251956.86
ORD_000519,CAPEX_TOOL,CUST_MICRON,NA,PL_WET_CLEAN,PR_WC_002,TN_16,USD,2024-11-06,2025-01-24,2025-02-01,2025-02-19,FOB_DESTINATION,2025-03-09,12494968.22,0.1225,10964334.61,10964334.61,1,2025,1,3,10964334.61
ORD_000520,SPARES,CUST_GFS,NA,PL_ETCH,PR_ETCH_003,TN_14,MXN,2024-06-19,2024-08-12,2024-08-15,2024-09-01,FOB_DESTINATION,2024-09-18,384275.9,0.0614,360681.36,6492264.43,8,2024,3,9,2885450.86
ORD_000521,CAPEX_TOOL,CUST_SKHYNIX,KR,PL_CVD,PR_CVD_004,TN_130,USD,2024-01-27,2024-03-12,2024-03-16,2024-03-25,FOB_SHIP_POINT,2024-04-16,38304109.62,0.2185,29934661.67,29934661.67,2,2024,2,4,59869323.34
ORD_000522,UPGRADE,CUST_INTEL,NA,PL_CVD,PR_CVD_001,TN_90,USD,2024-03-06,2024-04-20,2024-04-29,2024-05-12,FOB_DESTINATION,2024-05-20,3530922.91,0.1722,2922897.98,2922897.98,1,2024,2,5,2922897.98
ORD_000523,SPARES,CUST_SAMSUNG,KR,PL_METROLOGY,PR_MET_001,TN_16,USD,2025-07-02,2025-07-30,2025-08-02,2025-08-08,FOB_SHIP_POINT,2025-08-25,106930.18,0.1264,93414.2,93414.2,5,2025,3,8,467071.01
ORD_000524,SPARES,CUST_MICRON,NA,PL_PV_SOLAR,PR_PV_002,TN_05,CAD,2024-04-08,2024-06-30,2024-07-06,2024-08-10,FOB_SHIP_POINT,2024-08-20,482489.44,0.07,448715.18,605765.5,8,2024,3,8,3589721.47
ORD_000525,UPGRADE,CUST_INTEL,NA,PL_CMP,PR_CMP_001,TN_14,USD,2024-04-14,2024-06-29,2024-06-30,2024-08-01,FOB_DESTINATION,2024-08-14,4990975.42,0.1472,4256303.84,4256303.84,3,2024,3,8,12768911.51
ORD_000526,UPGRADE,CUST_SMIC,CN,PL_CVD,PR_CVD_003,TN_28,CNY,2025-08-18,2025-10-05,2025-10-12,2025-10-18,FOB_SHIP_POINT,2025-11-05,3759599.18,0.1788,3087382.85,22229156.51,1,2025,4,11,3087382.85
ORD_000527,SERVICE,CUST_SAMSUNG,KR,PL_RTP,PR_RTP_003,TN_07,USD,2024-01-07,2024-03-06,2024-03-11,2024-04-15,FOB_SHIP_POINT,2024-04-15,141824.42,0.0907,128960.94,128960.94,2,2024,2,4,257921.88
ORD_000528,CAPEX_TOOL,CUST_SAMSUNG,KR,PL_METROLOGY,PR_MET_002,TN_16,KRW,2025-07-28,2025-10-02,2025-10-05,2025-10-13,FOB_DESTINATION,2025-10-30,40424224.88,0.1313,35116524.16,47407307610.22,1,2025,4,10,35116524.16
ORD_000529,CAPEX_TOOL,CUST_ASE,TW,PL_RTP,PR_RTP_001,TN_28,TWD,2025-07-30,2025-09-15,2025-09-18,2025-10-24,FOB_DESTINATION,2025-11-03,34466075.69,0.2239,26749121.34,855971882.93,2,2025,4,11,53498242.68
ORD_000530,CAPEX_TOOL,CUST_SAMSUNG,KR,PL_CONTROL_SW,PR_SW_003,TN_04,USD,2025-01-25,2025-02-14,2025-02-22,2025-02-27,FOB_SHIP_POINT,2025-03-12,17858339.98,0.1675,14867068.03,14867068.03,2,2025,1,3,29734136.06
ORD_000531,SERVICE,CUST_SAMSUNG,KR,PL_PACKAGING,PR_PACK_002,TN_22,USD,2024-02-01,2024-02-29,2024-03-10,2024-04-16,FOB_SHIP_POINT,2024-04-30,530832.03,0.018,521277.05,521277.05,1,2024,2,4,521277.05
ORD_000532,UPGRADE,CUST_TSMC,TW,PL_CMP,PR_CMP_001,TN_45,TWD,2024-02-10,2024-03-11,2024-03-18,2024-04-12,FOB_SHIP_POINT,2024-04-23,1070480.33,0.0921,971889.09,31100450.88,3,2024,2,4,2915667.27
ORD_000533,CAPEX_TOOL,CUST_INTEL,NA,PL_CONTROL_SW,PR_SW_001,TN_06,MXN,2024-03-12,2024-05-27,2024-06-04,2024-07-09,FOB_DESTINATION,2024-07-26,24854500.38,0.1167,21953980.19,395171643.34,2,2024,3,7,43907960.37
ORD_000534,CAPEX_TOOL,CUST_TI,NA,PL_ETCH,PR_ETCH_004,TN_16,USD,2024-09-22,2024-12-19,2024-12-24,2025-01-29,FOB_DESTINATION,2025-02-25,43750060.11,0.1813,35818174.21,35818174.21,2,2025,1,2,71636348.42
ORD_000535,CAPEX_TOOL,CUST_NXP,EU,PL_PVD,PR_PVD_003,TN_45,NOK,2024-02-14,2024-02-27,2024-03-08,2024-04-07,FOB_DESTINATION,2024-04-22,33573423.3,0.0539,31763815.79,343049210.49,2,2024,2,4,63527631.57
ORD_000536,SERVICE,CUST_SONY,JP,PL_CONTROL_SW,PR_SW_001,TN_03,JPY,2024-07-07,2024-09-17,2024-09-27,2024-10-31,FOB_SHIP_POINT,2024-11-28,1831277.6,0.1715,1517213.49,227582023.43,5,2024,4,11,7586067.45
ORD_000537,UPGRADE,CUST_QUALCOMM,NA,PL_CONTROL_SW,PR_SW_002,TN_28,USD,2024-01-07,2024-03-06,2024-03-06,2024-03-21,FOB_SHIP_POINT,2024-03-25,2906481.0,0.1406,2497829.77,2497829.77,2,2024,1,3,4995659.54
ORD_000538,CAPEX_TOOL,CUST_SAMSUNG,KR,PL_ETCH,PR_ETCH_004,TN_07,USD,2024-10-02,2024-12-17,2024-12-25,2025-01-16,FOB_SHIP_POINT,2025-01-29,26697868.06,0.2423,20228974.63,20228974.63,1,2025,1,1,20228974.63
ORD_000539,CAPEX_TOOL,CUST_RENESAS,JP,PL_EPI,PR_EPI_002,TN_12,USD,2023-09-24,2023-12-03,2023-12-07,2024-01-14,FOB_SHIP_POINT,2024-01-16,12921111.44,0.0645,12087699.75,12087699.75,2,2024,1,1,24175399.51
ORD_000540,SPARES,CUST_TSMC,TW,PL_PVD,PR_PVD_004,TN_28,USD,2025-03-28,2025-04-22,2025-04-24,2025-05-14,FOB_DESTINATION,2025-06-01,71831.28,0.0377,69123.24,69123.24,2,2025,2,6,138246.47
ORD_000541,SPARES,CUST_BROADCOM,NA,PL_E_BEAM,PR_EB_001,TN_03,MXN,2023-12-22,2024-01-01,2024-01-03,2024-01-19,FOB_SHIP_POINT,2024-02-10,447283.85,0.0359,431226.36,7762074.41,4,2024,1,2,1724905.42
ORD_000542,SERVICE,CUST_NVIDIA,NA,PL_WET_CLEAN,PR_WC_002,TN_03,USD,2024-02-24,2024-04-04,2024-04-07,2024-04-26,FOB_DESTINATION,2024-05-22,673217.19,0.0446,643191.7,643191.7,3,2024,2,5,1929575.1
ORD_000543,CAPEX_TOOL,CUST_INFINEON,EU,PL_WET_CLEAN,PR_WC_002,TN_14,SEK,2024-02-20,2024-03-23,2024-03-28,2024-04-19,FOB_DESTINATION,2024-05-07,32768901.33,0.183,26772192.39,281108020.09,2,2024,2,5,53544384.78
ORD_000544,CAPEX_TOOL,CUST_UMC,TW,PL_EPI,PR_EPI_001,TN_180,USD,2025-04-14,2025-07-11,2025-07-15,2025-08-20,FOB_SHIP_POINT,2025-08-29,47833549.3,0.2988,33540884.77,33540884.77,1,2025,3,8,33540884.77
ORD_000545,CAPEX_TOOL,CUST_BROADCOM,NA,PL_WET_CLEAN,PR_WC_002,TN_03,CAD,2023-09-22,2023-12-08,2023-12-14,2024-01-13,FOB_DESTINATION,2024-02-08,41238326.52,0.1415,35403103.32,47794189.48,2,2024,1,2,70806206.63
ORD_000546,UPGRADE,CUST_NVIDIA,NA,PL_METROLOGY,PR_MET_004,TN_65,USD,2024-09-22,2024-10-10,2024-10-17,2024-11-08,FOB_DESTINATION,2024-11-09,3109025.78,0.1203,2735009.98,2735009.98,3,2024,4,11,8205029.93
ORD_000547,SPARES,CUST_TI,NA,PL_PV_SOLAR,PR_PV_001,TN_04,USD,2024-12-27,2025-02-18,2025-02-23,2025-03-02,FOB_SHIP_POINT,2025-03-07,94197.26,0.0325,91135.85,91135.85,8,2025,1,3,729086.78
ORD_000548,SPARES,CUST_ST,EU,PL_RTP,PR_RTP_001,TN_14,SEK,2024-09-27,2024-12-17,2024-12-22,2024-12-28,FOB_SHIP_POINT,2025-01-11,28960.09,0.0913,26316.04,276318.4,5,2025,1,1,131580.19
ORD_000549,CAPEX_TOOL,CUST_SONY,JP,PL_METROLOGY,PR_MET_001,TN_12,USD,2025-03-22,2025-04-07,2025-04-09,2025-05-11,FOB_SHIP_POINT,2025-05-11,5151302.88,0.1777,4235916.36,4235916.36,2,2025,2,5,8471832.72
ORD_000550,SPARES,CUST_NVIDIA,NA,PL_ION_IMPLANT,PR_IMPL_001,TN_14,USD,2025-06-10,2025-07-30,2025-08-03,2025-08-08,FOB_SHIP_POINT,2025-08-09,194668.52,0.1189,171522.44,171522.44,2,2025,3,8,343044.87
ORD_000551,SPARES,CUST_NVIDIA,NA,PL_METROLOGY,PR_MET_004,TN_04,USD,2024-07-04,2024-09-11,2024-09-18,2024-09-25,FOB_DESTINATION,2024-10-14,33797.19,0.093,30654.05,30654.05,1,2024,4,10,30654.05
ORD_000552,CAPEX_TOOL,CUST_SONY,JP,PL_PVD,PR_PVD_003,TN_65,JPY,2025-06-11,2025-07-26,2025-07-27,2025-08-25,FOB_DESTINATION,2025-08-27,31623748.46,0.2578,23471146.1,3520671915.62,1,2025,3,8,23471146.1
ORD_000553,SPARES,CUST_UMC,TW,PL_ETCH,PR_ETCH_004,TN_07,TWD,2024-05-06,2024-06-20,2024-06-25,2024-07-31,FOB_SHIP_POINT,2024-08-20,475191.71,0.0472,452762.66,14488405.04,6,2024,3,8,2716575.94
ORD_000554,UPGRADE,CUST_MICRON,NA,PL_CONTROL_SW,PR_SW_001,TN_65,MXN,2025-09-24,2025-11-10,2025-11-12,2025-11-24,FOB_DESTINATION,2025-12-19,2290646.33,0.2455,1728292.66,31109267.79,3,2025,4,12,5184877.97
ORD_000555,CAPEX_TOOL,CUST_AMD,NA,PL_PVD,PR_PVD_001,TN_28,MXN,2024-12-01,2024-12-23,2024-12-26,2024-12-31,FOB_DESTINATION,2025-01-03,40815718.39,0.0529,38656566.89,695818204.03,1,2025,1,1,38656566.89
ORD_000556,UPGRADE,CUST_SAMSUNG,KR,PL_E_BEAM,PR_EB_001,TN_16,USD,2025-03-15,2025-05-04,2025-05-09,2025-06-02,FOB_SHIP_POINT,2025-06-21,2689309.62,0.0807,2472282.34,2472282.34,2,2025,2,6,4944564.67
ORD_000557,SERVICE,CUST_MICRON,NA,PL_E_BEAM,PR_EB_002,TN_07,MXN,2025-08-01,2025-09-08,2025-09-08,2025-09-27,FOB_DESTINATION,2025-09-30,1606431.44,0.0066,1595828.99,28724921.88,3,2025,3,9,4787486.98
ORD_000558,SPARES,CUST_NVIDIA,NA,PL_METROLOGY,PR_MET_001,TN_28,USD,2025-04-28,2025-05-29,2025-06-01,2025-07-11,FOB_SHIP_POINT,2025-08-01,90248.64,0.0514,85609.86,85609.86,7,2025,3,8,599268.99
ORD_000559,UPGRADE,CUST_RENESAS,JP,PL_CVD,PR_CVD_002,TN_180,USD,2025-04-28,2025-07-14,2025-07-17,2025-08-24,FOB_SHIP_POINT,2025-09-13,2224489.5,0.2404,1689722.23,1689722.23,1,2025,3,9,1689722.23
